,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,kfold
5830,NCB30,14.6,Low Fat,0.025702994,Household,199.9084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008,4
5831,FDX27,20.7,Regular,0.114022125,Dairy,92.9436,OUT013,1987,High,Tier 3,Supermarket Type1,2174.5028,0
5832,FDQ58,7.315,Low Fat,0.015364173,Snack Foods,154.334,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.752,3
5833,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,1
5834,FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.33700000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496,4
5835,NCV41,14.35,Low Fat,0.017038776999999998,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104,1
5836,FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5024,OUT017,2007,,Tier 2,Supermarket Type1,3187.8504,3
5837,FDO15,16.75,Regular,0.008564925,Meat,73.2038,OUT035,2004,Small,Tier 2,Supermarket Type1,1404.1722,3
5838,FDQ13,,Low Fat,0.010590075,Canned,84.6908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,2
5839,NCP41,16.6,Low Fat,0.016197216,Health and Hygiene,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,970.7364,4
5840,NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886,4
5841,FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984,0
5842,DRC27,13.8,Low Fat,0.058339153,Dairy,246.2802,OUT018,2009,Medium,Tier 3,Supermarket Type2,1228.401,3
5843,DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.38600000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674,3
5844,FDX50,20.1,LF,0.074778547,Dairy,110.7228,OUT045,2002,,Tier 2,Supermarket Type1,1657.842,4
5845,DRE27,11.85,Low Fat,0.22206335100000002,Dairy,99.6726,OUT010,1998,,Tier 3,Grocery Store,195.7452,3
5846,NCN05,8.235,Low Fat,0.014488997,Health and Hygiene,183.795,OUT045,2002,,Tier 2,Supermarket Type1,2929.52,4
5847,FDZ07,,Regular,0.0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,0
5848,DRF01,,Low Fat,0.174232377,Soft Drinks,146.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,1895.5326,3
5849,FDH34,8.63,Low Fat,0.031095246,Snack Foods,185.7582,OUT046,1997,Small,Tier 1,Supermarket Type1,3529.4058,2
5850,FDI09,20.75,Regular,0.129864461,Seafood,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,5992.2,0
5851,FDU09,,Regular,0.06627464,Snack Foods,54.1956,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.758,3
5852,FDS56,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,OUT035,2004,Small,Tier 2,Supermarket Type1,4459.5284,1
5853,FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,1997,Small,Tier 1,Supermarket Type1,1619.2256,3
5854,FDZ27,7.935,LF,0.017141985,Dairy,50.035,OUT013,1987,High,Tier 3,Supermarket Type1,149.805,0
5855,FDC35,7.435,Low Fat,0.12308681199999999,Starchy Foods,206.9638,OUT045,2002,,Tier 2,Supermarket Type1,1035.319,0
5856,FDE16,8.895,Low Fat,0.044093978,Frozen Foods,208.3954,OUT010,1998,,Tier 3,Grocery Store,1041.9769999999999,2
5857,FDK34,13.35,Low Fat,0.038744606,Snack Foods,239.3564,OUT017,2007,,Tier 2,Supermarket Type1,3098.6332,0
5858,FDC39,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,2009,Medium,Tier 3,Supermarket Type2,3115.9440000000004,0
5859,FDH53,20.5,Regular,0.0,Frozen Foods,83.2592,OUT017,2007,,Tier 2,Supermarket Type1,1155.8288,1
5860,NCT18,14.6,Low Fat,0.059741172,Household,179.6976,OUT017,2007,,Tier 2,Supermarket Type1,5070.7328,0
5861,FDU13,8.355,Low Fat,0.187523164,Canned,146.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,4414.254,0
5862,FDX23,6.445,Low Fat,0.029686148,Baking Goods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.1744,3
5863,FDD38,,Regular,0.0,Canned,100.3674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132,3
5864,FDX26,17.7,Low Fat,0.088305201,Dairy,182.3292,OUT017,2007,,Tier 2,Supermarket Type1,4195.8716,1
5865,DRG03,14.5,Low Fat,0.062239080999999995,Dairy,154.2998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.7978,2
5866,FDC22,6.89,Regular,0.0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.0660000000003,4
5867,FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,2009,Medium,Tier 3,Supermarket Type2,295.6152,3
5868,FDC58,,Low Fat,0.0,Snack Foods,45.7428,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.1992,2
5869,FDZ26,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,1998,,Tier 3,Grocery Store,717.0666,3
5870,FDR23,15.85,Low Fat,0.081953387,Breads,176.237,OUT045,2002,,Tier 2,Supermarket Type1,2646.555,2
5871,FDB35,12.3,Regular,0.06498448700000001,Starchy Foods,92.5804,OUT017,2007,,Tier 2,Supermarket Type1,2297.01,0
5872,FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.9816,OUT017,2007,,Tier 2,Supermarket Type1,4362.3216,2
5873,FDU15,13.65,Regular,0.0,Meat,37.9532,OUT045,2002,,Tier 2,Supermarket Type1,575.2512,1
5874,FDW09,13.65,Regular,0.043386130999999994,Snack Foods,80.2302,OUT010,1998,,Tier 3,Grocery Store,79.2302,4
5875,FDT20,10.5,LF,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608,3
5876,FDS34,19.35,Regular,0.076914745,Snack Foods,114.8518,OUT045,2002,,Tier 2,Supermarket Type1,1707.777,3
5877,FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,2007,,Tier 2,Supermarket Type1,1970.7679999999998,4
5878,FDM25,10.695,Regular,0.060912865,Breakfast,173.8712,OUT018,2009,Medium,Tier 3,Supermarket Type2,4570.0512,1
5879,FDO19,,Regular,0.016516275,Fruits and Vegetables,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,2187.153,1
5880,FDI44,16.1,Low Fat,0.10079982800000001,Fruits and Vegetables,78.4328,OUT017,2007,,Tier 2,Supermarket Type1,1467.4232,0
5881,NCF31,9.13,Low Fat,0.051952572999999995,Household,152.3024,OUT045,2002,,Tier 2,Supermarket Type1,1821.6288,2
5882,FDQ01,19.7,Regular,0.160671255,Canned,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196,2
5883,FDD14,20.7,Low Fat,0.17007246199999998,Canned,183.8266,OUT049,1999,Medium,Tier 1,Supermarket Type1,1844.266,2
5884,NCZ54,14.65,Low Fat,0.083698962,Household,163.4552,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.2832,1
5885,FDA04,11.3,Regular,0.066729996,Frozen Foods,257.2962,OUT046,1997,Small,Tier 1,Supermarket Type1,4920.9278,4
5886,NCR30,20.6,Low Fat,0.070933894,Household,74.8696,OUT013,1987,High,Tier 3,Supermarket Type1,223.7088,1
5887,FDY19,19.75,Low Fat,0.041429246,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.0854,0
5888,DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776,4
5889,DRH03,17.25,low fat,0.035207155,Dairy,93.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1491.392,3
5890,NCR17,,Low Fat,0.02426524,Health and Hygiene,114.0492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.8728,1
5891,FDI46,9.5,Low Fat,0.074460855,Snack Foods,253.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,0
5892,NCF31,9.13,Low Fat,0.051804277999999995,Household,150.2024,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,2
5893,NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116.4492,OUT045,2002,,Tier 2,Supermarket Type1,2780.3808,3
5894,FDF56,16.7,Regular,0.119704498,Fruits and Vegetables,181.9976,OUT045,2002,,Tier 2,Supermarket Type1,5432.928000000001,0
5895,FDB04,,Regular,0.06292013,Dairy,88.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.4240000000004,1
5896,FDU16,19.25,Regular,0.0,Frozen Foods,82.5908,OUT045,2002,,Tier 2,Supermarket Type1,922.7988,2
5897,NCE42,21.1,Low Fat,0.010593469,Household,234.2958,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328,0
5898,FDA35,14.85,Regular,0.053921264,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.1152,2
5899,FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,,Tier 2,Supermarket Type1,2113.2492,0
5900,NCH18,9.3,Low Fat,0.074753743,Household,246.4802,OUT010,1998,,Tier 3,Grocery Store,982.7208,0
5901,NCL55,12.15,Low Fat,0.06464846,Others,253.40400000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.076,4
5902,FDR48,11.65,Low Fat,0.13177092199999998,Baking Goods,151.1024,OUT045,2002,,Tier 2,Supermarket Type1,1518.024,2
5903,FDR45,10.8,Low Fat,0.029001987000000003,Snack Foods,238.6222,OUT045,2002,,Tier 2,Supermarket Type1,8604.7992,3
5904,FDP25,,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544,0
5905,NCF19,,Low Fat,0.034938717,Household,49.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,826.2578,3
5906,FDY04,17.7,Regular,0.042716709000000005,Frozen Foods,163.221,OUT017,2007,,Tier 2,Supermarket Type1,1794.3310000000001,4
5907,FDP52,18.7,reg,0.07069172900000001,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,5742.525,2
5908,FDX08,,Low Fat,0.039576776,Fruits and Vegetables,179.9318,OUT019,1985,Small,Tier 1,Grocery Store,360.8636,0
5909,FDZ22,,Low Fat,0.07926174400000001,Snack Foods,81.825,OUT019,1985,Small,Tier 1,Grocery Store,83.225,1
5910,FDA02,,Regular,0.029578726,Dairy,143.5786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3756.4436,3
5911,FDO40,17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232,4
5912,FDY50,5.8,Low Fat,0.13122139300000002,Dairy,87.8172,OUT045,2002,,Tier 2,Supermarket Type1,1070.6064,2
5913,DRG37,16.2,Low Fat,0.019378432,Soft Drinks,156.4972,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804,3
5914,FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328,3
5915,DRC49,,LF,0.065119701,Soft Drinks,145.7128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,4
5916,FDR01,5.405,Regular,0.053730029000000006,Canned,199.0742,OUT045,2002,,Tier 2,Supermarket Type1,4777.7808,2
5917,NCI54,15.2,low fat,0.03366718,Household,109.6912,OUT045,2002,,Tier 2,Supermarket Type1,1419.4856,4
5918,FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2768.3964,4
5919,NCB06,17.6,Low Fat,0.082797778,Health and Hygiene,161.49200000000002,OUT017,2007,,Tier 2,Supermarket Type1,3515.4240000000004,1
5920,FDG09,20.6,Regular,0.048207430999999995,Fruits and Vegetables,188.0556,OUT017,2007,,Tier 2,Supermarket Type1,2065.3116,0
5921,FDG02,,Low Fat,0.011206632,Canned,191.4188,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,4
5922,FDC52,,Regular,0.014497036000000001,Dairy,150.8708,OUT019,1985,Small,Tier 1,Grocery Store,150.4708,2
5923,FDT59,13.65,Low Fat,0.015943701,Breads,231.9668,OUT045,2002,,Tier 2,Supermarket Type1,3225.1352,0
5924,FDR16,5.845,Regular,0.10518127699999999,Frozen Foods,214.4218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.045,3
5925,FDG45,8.1,Low Fat,0.214306131,Fruits and Vegetables,213.9902,OUT010,1998,,Tier 3,Grocery Store,424.7804,4
5926,FDT23,7.72,reg,0.075035902,Breads,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,0
5927,FDE22,9.695,Low Fat,0.029567218,Snack Foods,160.49200000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,4314.384,4
5928,FDZ58,17.85,Low Fat,0.052257982,Snack Foods,121.8072,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144,3
5929,FDF35,15.0,Low Fat,0.15396020900000001,Starchy Foods,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,1179.1318,2
5930,FDL03,19.25,Regular,0.027058066000000002,Meat,194.81099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2749.7540000000004,1
5931,FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,2002,,Tier 2,Supermarket Type1,2612.5992,2
5932,FDW16,17.35,Regular,0.041474232,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1,826.9236,3
5933,NCQ42,20.35,Low Fat,0.039235527,Household,127.2678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,2
5934,FDW35,10.6,Low Fat,0.011087128,Breads,41.4454,OUT035,2004,Small,Tier 2,Supermarket Type1,1468.089,1
5935,FDE58,,Low Fat,0.0,Snack Foods,119.8124,OUT027,1985,Medium,Tier 3,Supermarket Type3,1659.1736,1
5936,FDG40,,Low Fat,0.039631495,Frozen Foods,31.9558,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.7182,2
5937,FDG16,15.25,Low Fat,0.090324849,Frozen Foods,214.4192,OUT017,2007,,Tier 2,Supermarket Type1,4961.5416,1
5938,FDG34,,Regular,0.037388492999999995,Snack Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,1410.8302,2
5939,FDJ15,,Regular,0.023209537000000002,Dairy,183.3608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064,4
5940,FDH53,20.5,Regular,0.032136417,Frozen Foods,83.9592,OUT010,1998,,Tier 3,Grocery Store,165.1184,2
5941,NCS18,12.65,Low Fat,0.042175992,Household,106.4938,OUT013,1987,High,Tier 3,Supermarket Type1,2465.4574,0
5942,FDK22,9.8,Low Fat,0.026139403999999998,Snack Foods,216.785,OUT045,2002,,Tier 2,Supermarket Type1,1947.465,0
5943,FDU12,15.5,Regular,0.07575107,Baking Goods,262.8568,OUT046,1997,Small,Tier 1,Supermarket Type1,5800.4496,0
5944,FDA52,16.2,Regular,0.128397995,Frozen Foods,178.33700000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496,2
5945,FDU38,,LF,0.144534212,Dairy,190.6504,OUT019,1985,Small,Tier 1,Grocery Store,575.2512,3
5946,FDO10,13.65,Regular,0.012749288999999999,Snack Foods,58.8588,OUT035,2004,Small,Tier 2,Supermarket Type1,973.3996,2
5947,NCR29,7.565,Low Fat,0.054751689000000006,Health and Hygiene,54.793,OUT045,2002,,Tier 2,Supermarket Type1,622.523,2
5948,FDV37,,Regular,0.083109455,Canned,195.8426,OUT027,1985,Medium,Tier 3,Supermarket Type3,5734.5354,0
5949,FDP20,19.85,Low Fat,0.045761855,Fruits and Vegetables,125.602,OUT045,2002,,Tier 2,Supermarket Type1,632.51,1
5950,DRG36,14.15,LF,0.095360186,Soft Drinks,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,3251.1014,2
5951,FDO37,8.06,Low Fat,0.035780177,Breakfast,230.2326,OUT010,1998,,Tier 3,Grocery Store,693.0978,3
5952,FDL27,6.17,Low Fat,0.010674255,Meat,63.4826,OUT018,2009,Medium,Tier 3,Supermarket Type2,774.9912,2
5953,NCC30,16.6,Low Fat,0.046161923,Household,176.6344,OUT010,1998,,Tier 3,Grocery Store,356.8688,2
5954,DRD12,6.96,Low Fat,0.077129323,Soft Drinks,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774,3
5955,NCM55,15.6,Low Fat,0.06672613299999999,Others,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,3516.7556,2
5956,NCD42,,Low Fat,0.0,Health and Hygiene,37.3506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,3
5957,NCI17,8.645,Low Fat,0.14371350800000002,Health and Hygiene,96.641,OUT045,2002,,Tier 2,Supermarket Type1,868.8689999999999,1
5958,FDV19,14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,OUT017,2007,,Tier 2,Supermarket Type1,3690.5294,3
5959,FDL58,5.78,Regular,0.07413505299999999,Snack Foods,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,1
5960,FDK40,,Low Fat,0.021743592000000003,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775,0
5961,FDT14,10.695,Regular,0.12772710199999998,Dairy,121.14399999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1917.504,2
5962,FDB23,19.2,reg,0.005583951,Starchy Foods,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124,2
5963,FDT20,10.5,Low Fat,0.041459803999999996,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296,4
5964,FDZ31,15.35,Regular,0.113217223,Fruits and Vegetables,191.1504,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,2
5965,FDG34,11.5,Regular,0.037563325,Snack Foods,109.5254,OUT035,2004,Small,Tier 2,Supermarket Type1,1627.881,3
5966,FDG59,15.85,Low Fat,0.043234574000000005,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,2
5967,DRE12,4.59,Low Fat,0.070767174,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,792.302,4
5968,FDJ09,15.0,Low Fat,0.058485617000000004,Snack Foods,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.1160000000001,4
5969,FDX02,16.0,Low Fat,0.057049301,Dairy,225.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.2424,1
5970,FDY56,16.35,Regular,0.06266564200000001,Fruits and Vegetables,225.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.9434,2
5971,FDP08,20.5,Regular,0.11304588300000001,Fruits and Vegetables,194.1478,OUT017,2007,,Tier 2,Supermarket Type1,2906.217,0
5972,FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,4194.54,2
5973,DRC13,8.26,Regular,0.0,Soft Drinks,122.573,OUT045,2002,,Tier 2,Supermarket Type1,739.038,2
5974,NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,2004,Small,Tier 2,Supermarket Type1,1402.1748,0
5975,DRF23,,Low Fat,0.122058364,Hard Drinks,172.8396,OUT027,1985,Medium,Tier 3,Supermarket Type3,7152.0236,4
5976,FDZ56,,Low Fat,0.025612347999999997,Fruits and Vegetables,168.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3200.5006,1
5977,FDT14,10.695,Regular,0.127620811,Dairy,119.244,OUT013,1987,High,Tier 3,Supermarket Type1,3475.4759999999997,2
5978,FDS19,13.8,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252,0
5979,FDZ27,,Low Fat,0.0,Dairy,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935,4
5980,NCO53,16.2,Low Fat,0.0,Health and Hygiene,182.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.9336,0
5981,DRJ23,,Low Fat,0.0,Hard Drinks,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,3214.4824,2
5982,NCK53,11.6,Low Fat,0.062903297,Health and Hygiene,100.4042,OUT010,1998,,Tier 3,Grocery Store,595.2252,3
5983,FDN12,15.6,Low Fat,0.08103643599999999,Baking Goods,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512,0
5984,FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,OUT035,2004,Small,Tier 2,Supermarket Type1,3435.528,2
5985,FDJ53,10.5,Low Fat,0.071244438,Frozen Foods,119.2098,OUT035,2004,Small,Tier 2,Supermarket Type1,1325.6078,1
5986,FDZ28,20.0,Regular,0.08618788599999999,Frozen Foods,125.4678,OUT010,1998,,Tier 3,Grocery Store,127.1678,3
5987,NCU06,17.6,Low Fat,0.074522745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.8140000000003,2
5988,FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,2
5989,FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.9370000000001,4
5990,FDJ48,11.3,Low Fat,0.056754035999999994,Baking Goods,247.5118,OUT017,2007,,Tier 2,Supermarket Type1,2470.118,1
5991,FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1,316.9208,3
5992,FDM32,20.5,Low Fat,0.0,Fruits and Vegetables,90.883,OUT010,1998,,Tier 3,Grocery Store,89.883,2
5993,FDZ48,,low fat,0.132995494,Baking Goods,113.5544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,0
5994,FDO52,11.6,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765,0
5995,FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288,1
5996,NCH43,,Low Fat,0.123557061,Household,216.6192,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,3
5997,FDT58,9.0,Low Fat,0.086088353,Snack Foods,168.7816,OUT049,1999,Medium,Tier 1,Supermarket Type1,3355.632,3
5998,FDN58,13.8,Regular,0.056861638,Snack Foods,231.5984,OUT035,2004,Small,Tier 2,Supermarket Type1,7182.6504,0
5999,FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.84599999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228,2
6000,FDG31,12.15,Low Fat,0.037864853999999996,Meat,63.0826,OUT013,1987,High,Tier 3,Supermarket Type1,322.913,1
6001,NCF30,17.0,LF,0.12622018699999998,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,1
6002,FDI07,,Regular,0.033597374,Meat,197.2426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3163.8816,3
6003,FDT51,,Regular,0.019117392,Meat,110.6544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,2
6004,DRI01,7.97,Low Fat,0.034647829,Soft Drinks,171.2422,OUT017,2007,,Tier 2,Supermarket Type1,3103.9596,0
6005,FDG34,11.5,Regular,0.037539164,Snack Foods,106.9254,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112,0
6006,DRF13,12.1,Low Fat,0.029902678999999998,Soft Drinks,144.3444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.1552,4
6007,FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,,Tier 2,Supermarket Type1,2010.7160000000001,3
6008,FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674,0
6009,FDE20,11.35,Regular,0.005561798000000001,Fruits and Vegetables,168.37900000000002,OUT017,2007,,Tier 2,Supermarket Type1,3225.801,1
6010,FDT56,,Regular,0.115032648,Fruits and Vegetables,58.0246,OUT027,1985,Medium,Tier 3,Supermarket Type3,2143.2102,3
6011,DRJ51,14.1,Low Fat,0.0,Dairy,231.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,1842.9344,0
6012,FDV39,,Low Fat,0.0,Meat,196.8426,OUT019,1985,Small,Tier 1,Grocery Store,593.2278,1
6013,NCZ29,15.0,Low Fat,0.07131206400000001,Health and Hygiene,125.7362,OUT013,1987,High,Tier 3,Supermarket Type1,3020.0688,2
6014,FDP20,19.85,Low Fat,0.045855272999999995,Fruits and Vegetables,127.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.0279999999998,0
6015,FDS11,,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,3
6016,FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554,0
6017,FDT12,6.215,Regular,0.049621701,Baking Goods,226.1062,OUT046,1997,Small,Tier 1,Supermarket Type1,4739.8302,0
6018,FDC04,,Low Fat,0.078764059,Dairy,241.3854,OUT019,1985,Small,Tier 1,Grocery Store,483.3708,2
6019,FDE34,9.195,Low Fat,0.10833090199999999,Snack Foods,183.6634,OUT018,2009,Medium,Tier 3,Supermarket Type2,2726.4509999999996,0
6020,FDQ11,,Regular,0.118535581,Breads,256.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,1
6021,FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2770.3938,0
6022,FDU23,12.15,Low Fat,0.036360676,Breads,166.0184,OUT010,1998,,Tier 3,Grocery Store,330.2368,3
6023,FDS16,15.15,Regular,0.066446521,Frozen Foods,147.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,732.38,3
6024,FDC04,15.6,Low Fat,0.045168898,Dairy,242.9854,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.1686,0
6025,DRL37,15.5,Low Fat,0.053327763,Soft Drinks,44.477,OUT013,1987,High,Tier 3,Supermarket Type1,865.54,1
6026,FDB52,,Low Fat,0.030288215,Dairy,256.7672,OUT027,1985,Medium,Tier 3,Supermarket Type3,4346.3424,4
6027,DRJ01,6.135,Low Fat,0.11503240599999999,Soft Drinks,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.9888,1
6028,FDC59,16.7,Regular,0.054851437999999995,Starchy Foods,64.4168,OUT018,2009,Medium,Tier 3,Supermarket Type2,830.9184,0
6029,FDZ14,7.71,Regular,0.047857877,Dairy,119.7756,OUT017,2007,,Tier 2,Supermarket Type1,3029.39,2
6030,NCT53,,Low Fat,0.084245356,Health and Hygiene,164.6526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,3
6031,NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,4
6032,DRO47,10.195,Low Fat,0.112399145,Hard Drinks,111.686,OUT049,1999,Medium,Tier 1,Supermarket Type1,2263.72,1
